LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
21524.0,1.0,0.0,1.0,21.0,5.0,-2.0,5.0,-0.0,-2.0,0.0,48330.0,153889.0,-200.0,130355.0,41530.0,-331.0,0.0,0.0,0.0,160500.0,0.0,54834.0,0.0
10000.0,1.0,1.0,1.0,31.0,-1.0,-2.0,0.0,1.0,-2.0,-2.0,54565.0,127940.0,-200.0,103080.0,-232.0,7498.0,0.0,0.0,0.0,157473.0,0.0,116058.0,0.0
10000.0,1.0,1.0,0.0,24.0,-1.0,-2.0,4.0,2.0,-2.0,-1.0,143079.0,171112.0,-200.0,69082.0,-232.0,21540.0,0.0,0.0,0.0,316642.0,0.0,208017.0,0.0
306668.0,1.0,0.0,0.0,28.0,1.0,-1.0,-1.0,3.0,-2.0,-1.0,63710.0,82692.0,-200.0,36909.0,-232.0,-331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51960.0,1.0,0.0,0.0,21.0,2.0,-2.0,3.0,0.0,-2.0,-2.0,127446.0,159823.0,-200.0,-212.0,11945.0,28255.0,0.0,0.0,0.0,151244.0,79951.0,84416.0,0.0
86398.0,1.0,0.0,0.0,21.0,1.0,-2.0,4.0,1.0,-2.0,1.0,226043.0,165053.0,-200.0,70912.0,-232.0,-331.0,0.0,0.0,0.0,83819.0,0.0,43986.0,0.0
10000.0,1.0,0.0,0.0,28.0,5.0,-1.0,4.0,6.0,-2.0,-2.0,-81.0,216216.0,-200.0,-212.0,-232.0,-331.0,0.0,0.0,0.0,382415.0,0.0,0.0,0.0
110782.0,1.0,1.0,1.0,39.0,-1.0,-1.0,-1.0,1.0,-2.0,-2.0,-81.0,96300.0,-200.0,-212.0,17365.0,22592.0,0.0,0.0,0.0,135561.0,31864.0,169708.0,0.0
268392.0,1.0,0.0,0.0,32.0,1.0,-2.0,1.0,2.0,-2.0,-2.0,-81.0,64720.0,-200.0,-212.0,50303.0,143504.0,107398.0,0.0,20117.0,310081.0,0.0,25725.0,0.0
109821.0,1.0,1.0,1.0,33.0,-2.0,-1.0,1.0,4.0,-2.0,-2.0,-81.0,94055.0,-200.0,76161.0,-232.0,80337.0,0.0,0.0,0.0,309302.0,0.0,203960.0,0.0
10000.0,1.0,0.0,0.0,21.0,6.0,-2.0,3.0,2.0,-2.0,1.0,242009.0,175155.0,-200.0,175921.0,-232.0,-331.0,0.0,0.0,0.0,29667.0,0.0,0.0,0.0
10000.0,1.0,2.0,1.0,35.0,-2.0,-2.0,2.0,4.0,-2.0,-2.0,-81.0,138106.0,-200.0,75896.0,-232.0,38564.0,0.0,0.0,0.0,328996.0,0.0,143434.0,0.0
10000.0,1.0,0.0,0.0,35.0,3.0,1.0,1.0,3.0,-2.0,-2.0,-81.0,119473.0,-200.0,-212.0,4888.0,94886.0,96516.0,0.0,0.0,358866.0,0.0,0.0,0.0
10000.0,1.0,2.0,1.0,29.0,0.0,-2.0,3.0,1.0,-2.0,-2.0,-81.0,111967.0,-200.0,97531.0,19449.0,35862.0,0.0,0.0,0.0,241541.0,0.0,228551.0,0.0
10000.0,1.0,2.0,2.0,29.0,-0.0,-2.0,3.0,2.0,-2.0,-2.0,-81.0,140422.0,11891.0,117417.0,-232.0,66949.0,0.0,0.0,0.0,379982.0,0.0,334239.0,0.0
10000.0,1.0,0.0,0.0,21.0,8.0,-2.0,6.0,1.0,-2.0,-2.0,79580.0,95558.0,-200.0,-212.0,32163.0,124164.0,385821.0,0.0,0.0,254369.0,303327.0,286726.0,0.0
10159.0,1.0,0.0,0.0,21.0,4.0,-2.0,2.0,-2.0,-2.0,1.0,46965.0,100229.0,-200.0,61529.0,51346.0,30726.0,0.0,0.0,0.0,10104.0,75477.0,214262.0,0.0
182399.0,1.0,0.0,0.0,27.0,2.0,-1.0,1.0,3.0,-2.0,-2.0,136988.0,26155.0,-200.0,-212.0,-232.0,62931.0,0.0,0.0,0.0,108172.0,106134.0,199576.0,0.0
10000.0,1.0,0.0,0.0,23.0,4.0,-2.0,3.0,0.0,-2.0,-0.0,12576.0,145363.0,-200.0,86539.0,24397.0,26979.0,50230.0,0.0,0.0,249676.0,0.0,16565.0,0.0
276638.0,1.0,0.0,0.0,27.0,0.0,-2.0,-0.0,4.0,-2.0,-1.0,92599.0,122608.0,-200.0,59209.0,-232.0,-331.0,0.0,0.0,0.0,50018.0,0.0,0.0,0.0
10000.0,1.0,3.0,2.0,51.0,4.0,0.0,3.0,6.0,-2.0,-2.0,-81.0,250607.0,26176.0,-212.0,-232.0,-331.0,0.0,0.0,0.0,608674.0,35041.0,268736.0,1.0
398981.0,1.0,0.0,0.0,27.0,1.0,1.0,1.0,2.0,-2.0,-2.0,85616.0,55598.0,-200.0,14473.0,44975.0,25371.0,0.0,0.0,0.0,151435.0,53905.0,120175.0,0.0
422430.0,1.0,0.0,0.0,26.0,2.0,1.0,0.0,5.0,-2.0,-2.0,154367.0,54230.0,-200.0,35261.0,-232.0,-331.0,0.0,0.0,0.0,35249.0,43271.0,5683.0,0.0
139263.0,1.0,0.0,0.0,24.0,5.0,-0.0,3.0,4.0,-2.0,-2.0,29442.0,116646.0,-200.0,52911.0,-232.0,22174.0,6191.0,0.0,0.0,291418.0,25984.0,18047.0,0.0
220653.0,1.0,0.0,1.0,37.0,-1.0,-2.0,-0.0,2.0,-2.0,-2.0,-81.0,89531.0,-200.0,-212.0,37096.0,78420.0,0.0,0.0,0.0,229639.0,31304.0,114407.0,0.0
10000.0,1.0,1.0,1.0,21.0,3.0,-2.0,7.0,-0.0,-2.0,-1.0,47772.0,218611.0,20204.0,52391.0,16178.0,-331.0,0.0,0.0,0.0,224227.0,42232.0,304204.0,1.0
188371.0,1.0,0.0,0.0,29.0,1.0,-1.0,1.0,2.0,-2.0,-2.0,17921.0,76666.0,-200.0,44729.0,28362.0,42871.0,0.0,0.0,0.0,143497.0,0.0,83255.0,0.0
10000.0,1.0,0.0,0.0,21.0,3.0,-2.0,5.0,1.0,-2.0,-1.0,117106.0,123624.0,-200.0,77393.0,16012.0,51536.0,6157.0,0.0,0.0,287285.0,30632.0,106627.0,0.0
171191.0,1.0,0.0,0.0,26.0,2.0,-2.0,3.0,-0.0,-2.0,-2.0,-81.0,169817.0,-200.0,43787.0,119718.0,193594.0,184374.0,0.0,0.0,635234.0,52807.0,0.0,0.0
10000.0,1.0,0.0,0.0,23.0,5.0,-2.0,1.0,1.0,-2.0,1.0,111619.0,120782.0,-200.0,91459.0,-232.0,-331.0,36526.0,0.0,0.0,128112.0,123772.0,33211.0,0.0
93830.0,1.0,0.0,0.0,21.0,3.0,-2.0,4.0,4.0,-2.0,-2.0,133137.0,176747.0,-200.0,67755.0,-232.0,-331.0,0.0,0.0,0.0,358732.0,0.0,0.0,0.0
86181.0,1.0,0.0,0.0,21.0,5.0,-2.0,5.0,6.0,-2.0,-2.0,117963.0,237814.0,-200.0,117533.0,-232.0,-331.0,0.0,0.0,0.0,493494.0,0.0,0.0,0.0
10000.0,1.0,0.0,0.0,25.0,2.0,-1.0,1.0,2.0,-2.0,-0.0,100568.0,94135.0,-200.0,80284.0,-232.0,-331.0,0.0,0.0,0.0,12752.0,0.0,0.0,0.0
206589.0,1.0,0.0,1.0,31.0,-1.0,-1.0,1.0,2.0,-2.0,-2.0,4114.0,75336.0,-200.0,57944.0,7827.0,39090.0,0.0,0.0,0.0,154248.0,0.0,196516.0,0.0
175742.0,1.0,1.0,1.0,24.0,1.0,-2.0,4.0,1.0,-2.0,-1.0,1855.0,177729.0,-200.0,40626.0,22570.0,-331.0,0.0,0.0,0.0,227911.0,66047.0,158095.0,0.0
10000.0,1.0,0.0,0.0,21.0,6.0,-1.0,4.0,4.0,-2.0,-1.0,125792.0,79579.0,-200.0,3484.0,-232.0,12785.0,87128.0,0.0,0.0,0.0,0.0,64562.0,0.0
284530.0,1.0,0.0,0.0,30.0,-0.0,-0.0,-0.0,3.0,-2.0,-2.0,58334.0,63517.0,-200.0,42477.0,-232.0,31780.0,0.0,0.0,0.0,103068.0,0.0,99151.0,0.0
504604.0,1.0,0.0,1.0,21.0,2.0,1.0,5.0,1.0,-2.0,-1.0,130095.0,80431.0,-200.0,81206.0,66488.0,-331.0,0.0,155378.0,0.0,197647.0,84677.0,341516.0,0.0
10000.0,1.0,0.0,0.0,21.0,5.0,-2.0,8.0,3.0,-2.0,1.0,383494.0,174872.0,-200.0,123781.0,-232.0,-331.0,0.0,0.0,0.0,152416.0,69242.0,133535.0,0.0
110326.0,1.0,0.0,0.0,21.0,-0.0,-2.0,4.0,5.0,-2.0,-2.0,212230.0,94942.0,-200.0,65915.0,-232.0,35417.0,0.0,0.0,0.0,193534.0,0.0,237609.0,0.0
120115.0,1.0,0.0,0.0,27.0,1.0,-1.0,1.0,2.0,-2.0,-1.0,98847.0,89834.0,-200.0,77157.0,-232.0,10719.0,0.0,0.0,0.0,139862.0,11357.0,82265.0,0.0
10000.0,1.0,2.0,1.0,21.0,10.0,-2.0,11.0,-0.0,-2.0,3.0,15079.0,304051.0,1968.0,281208.0,-232.0,-331.0,0.0,0.0,0.0,493136.0,0.0,182842.0,1.0
10000.0,1.0,1.0,1.0,21.0,6.0,-0.0,5.0,2.0,-2.0,-2.0,-81.0,180597.0,-200.0,5638.0,1723.0,-331.0,0.0,0.0,0.0,197066.0,0.0,169379.0,1.0
10000.0,1.0,0.0,1.0,27.0,7.0,-2.0,4.0,-2.0,-2.0,-1.0,-81.0,235044.0,-200.0,69402.0,97404.0,43441.0,158633.0,0.0,0.0,510669.0,81186.0,54111.0,1.0
10000.0,1.0,1.0,1.0,21.0,6.0,-2.0,6.0,-2.0,-2.0,0.0,-81.0,207667.0,-200.0,194117.0,85362.0,39675.0,0.0,0.0,0.0,511187.0,0.0,74157.0,0.0
92330.0,1.0,0.0,0.0,31.0,1.0,0.0,-0.0,1.0,-2.0,-1.0,5002.0,80470.0,-200.0,2270.0,23759.0,44093.0,0.0,0.0,0.0,67970.0,0.0,65205.0,0.0
204046.0,1.0,0.0,0.0,31.0,-1.0,-2.0,1.0,2.0,-2.0,-2.0,32626.0,112576.0,-200.0,-212.0,28378.0,69928.0,0.0,0.0,0.0,224900.0,0.0,10203.0,0.0
111599.0,1.0,0.0,0.0,31.0,-1.0,-2.0,-0.0,2.0,-2.0,-1.0,80704.0,137581.0,-200.0,17994.0,-232.0,-331.0,0.0,0.0,0.0,90773.0,4723.0,72715.0,0.0
267410.0,1.0,0.0,0.0,28.0,1.0,-2.0,2.0,5.0,-2.0,-2.0,110794.0,74187.0,-200.0,-212.0,-232.0,67042.0,0.0,0.0,0.0,198233.0,146976.0,130898.0,0.0
10000.0,1.0,1.0,0.0,27.0,0.0,-2.0,3.0,2.0,-2.0,-1.0,110884.0,155439.0,-200.0,159669.0,-232.0,1084.0,0.0,0.0,0.0,409084.0,0.0,58827.0,0.0
209709.0,1.0,0.0,1.0,36.0,1.0,-1.0,1.0,3.0,-2.0,-2.0,-81.0,78206.0,-200.0,16776.0,32208.0,139311.0,71299.0,0.0,0.0,406940.0,0.0,24651.0,0.0
478143.0,1.0,0.0,0.0,25.0,2.0,-0.0,2.0,4.0,-2.0,-2.0,168531.0,109157.0,-200.0,33196.0,-232.0,-331.0,0.0,0.0,0.0,265199.0,118954.0,0.0,0.0
318135.0,1.0,0.0,0.0,35.0,-0.0,-2.0,-0.0,4.0,-2.0,-2.0,-81.0,116693.0,-200.0,-212.0,-232.0,62028.0,0.0,0.0,0.0,263633.0,31967.0,28703.0,0.0
10000.0,2.0,0.0,0.0,21.0,2.0,-2.0,5.0,2.0,-2.0,-1.0,136784.0,241059.0,-200.0,145007.0,-232.0,3268.0,0.0,0.0,0.0,513788.0,0.0,0.0,0.0
10000.0,1.0,3.0,2.0,33.0,-1.0,0.0,5.0,5.0,-2.0,-2.0,-81.0,156392.0,18593.0,160249.0,-232.0,27788.0,0.0,0.0,0.0,589980.0,0.0,345652.0,0.0
349599.0,1.0,0.0,0.0,23.0,2.0,-1.0,-0.0,1.0,-2.0,-0.0,40321.0,90417.0,-200.0,28203.0,20224.0,-217.0,0.0,95715.0,0.0,0.0,48728.0,74245.0,0.0
243702.0,1.0,0.0,0.0,33.0,1.0,-2.0,-0.0,1.0,-2.0,-2.0,-81.0,68714.0,-200.0,8547.0,61350.0,112477.0,106765.0,0.0,0.0,240225.0,4676.0,11909.0,0.0
160930.0,1.0,2.0,2.0,27.0,-2.0,-2.0,4.0,-0.0,-2.0,-2.0,-81.0,110165.0,33798.0,75827.0,64055.0,69733.0,0.0,0.0,0.0,284704.0,23474.0,525147.0,1.0
282836.0,1.0,1.0,1.0,33.0,-1.0,-0.0,2.0,2.0,-2.0,-2.0,14853.0,75878.0,-200.0,56766.0,25396.0,23588.0,0.0,0.0,0.0,243614.0,11362.0,297635.0,0.0
217178.0,1.0,0.0,1.0,24.0,2.0,-2.0,2.0,-1.0,-2.0,-1.0,-81.0,96268.0,-200.0,11690.0,71552.0,7377.0,0.0,134219.0,0.0,31495.0,80820.0,278639.0,0.0
476131.0,1.0,1.0,0.0,32.0,-2.0,1.0,1.0,7.0,-2.0,-2.0,94937.0,62962.0,-200.0,115028.0,-232.0,18644.0,0.0,0.0,0.0,323632.0,0.0,147582.0,0.0
10000.0,1.0,0.0,0.0,21.0,3.0,-2.0,3.0,1.0,-2.0,-2.0,91929.0,163275.0,-200.0,-212.0,-232.0,60785.0,0.0,0.0,0.0,192727.0,83763.0,270554.0,0.0
436680.0,1.0,0.0,0.0,28.0,1.0,0.0,1.0,2.0,-2.0,-2.0,57720.0,64746.0,-200.0,13077.0,62669.0,34996.0,0.0,0.0,0.0,195086.0,49162.0,70181.0,0.0
248263.0,1.0,0.0,0.0,30.0,0.0,-2.0,1.0,1.0,-2.0,-2.0,19981.0,143212.0,-200.0,-212.0,52867.0,64502.0,0.0,0.0,0.0,259018.0,90308.0,50691.0,0.0
10000.0,1.0,0.0,1.0,21.0,4.0,-2.0,3.0,-0.0,-2.0,-1.0,21453.0,185416.0,-200.0,56287.0,7402.0,-331.0,0.0,174631.0,0.0,118335.0,40978.0,239156.0,1.0
10000.0,1.0,0.0,0.0,28.0,-0.0,-2.0,1.0,0.0,-2.0,-1.0,82070.0,143260.0,-200.0,91475.0,-232.0,5792.0,0.0,0.0,0.0,148128.0,0.0,51350.0,0.0
10000.0,1.0,0.0,1.0,36.0,3.0,1.0,1.0,3.0,-2.0,-2.0,-81.0,143543.0,-200.0,-212.0,-232.0,27554.0,0.0,0.0,0.0,275208.0,0.0,39317.0,0.0
258528.0,1.0,0.0,0.0,25.0,1.0,-1.0,0.0,-0.0,-2.0,-0.0,39662.0,78074.0,-200.0,22980.0,50086.0,19053.0,0.0,0.0,0.0,20401.0,18466.0,127809.0,0.0
46536.0,1.0,2.0,2.0,34.0,-2.0,-2.0,2.0,1.0,-2.0,-2.0,-81.0,110521.0,6455.0,66146.0,19006.0,63908.0,0.0,0.0,0.0,262855.0,0.0,352096.0,0.0
10000.0,1.0,1.0,1.0,25.0,1.0,-2.0,3.0,0.0,-2.0,-2.0,-81.0,148877.0,-200.0,56428.0,21793.0,42246.0,0.0,0.0,0.0,256643.0,0.0,328296.0,0.0
194233.0,1.0,0.0,0.0,33.0,0.0,-1.0,-1.0,1.0,-2.0,-2.0,-81.0,67018.0,-200.0,5606.0,38444.0,65658.0,18216.0,0.0,0.0,116147.0,0.0,52689.0,0.0
129125.0,1.0,0.0,0.0,28.0,0.0,-1.0,0.0,0.0,-2.0,-1.0,19735.0,59542.0,-200.0,29412.0,40183.0,61993.0,0.0,0.0,0.0,47303.0,0.0,157490.0,0.0
419178.0,1.0,0.0,0.0,29.0,-1.0,1.0,1.0,5.0,-2.0,-2.0,125609.0,87848.0,-200.0,106834.0,-232.0,-331.0,0.0,0.0,0.0,222991.0,0.0,59775.0,0.0
178565.0,1.0,0.0,0.0,28.0,1.0,-1.0,-1.0,2.0,-2.0,-1.0,74384.0,84862.0,-200.0,40483.0,-232.0,5214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75031.0,1.0,0.0,0.0,26.0,0.0,-2.0,0.0,2.0,-2.0,-0.0,113257.0,128408.0,-200.0,110814.0,-232.0,-331.0,0.0,0.0,0.0,155400.0,0.0,23777.0,0.0
93062.0,1.0,0.0,1.0,32.0,1.0,-2.0,-0.0,1.0,-2.0,-2.0,14733.0,135311.0,-200.0,55022.0,11085.0,28441.0,0.0,0.0,0.0,224262.0,11328.0,68575.0,0.0
148270.0,1.0,0.0,1.0,39.0,-0.0,-2.0,-1.0,2.0,-2.0,-2.0,-81.0,108226.0,-200.0,13007.0,-232.0,12332.0,0.0,0.0,0.0,135020.0,58646.0,141260.0,0.0
10000.0,1.0,1.0,0.0,33.0,3.0,-2.0,3.0,3.0,-2.0,-2.0,-81.0,132539.0,-200.0,102278.0,3877.0,86553.0,88389.0,0.0,0.0,468184.0,0.0,0.0,0.0
61740.0,1.0,0.0,1.0,37.0,0.0,-1.0,0.0,3.0,-2.0,-2.0,-81.0,91404.0,-200.0,17260.0,5952.0,95593.0,0.0,0.0,0.0,304380.0,0.0,113782.0,0.0
159680.0,1.0,0.0,0.0,33.0,-1.0,-2.0,1.0,1.0,-2.0,-2.0,17587.0,135799.0,-200.0,-212.0,46352.0,54548.0,0.0,0.0,0.0,221840.0,41613.0,21185.0,0.0
450543.0,1.0,1.0,0.0,28.0,-1.0,3.0,4.0,8.0,-2.0,-2.0,148136.0,48037.0,-200.0,116003.0,-232.0,3459.0,0.0,0.0,0.0,413859.0,0.0,270397.0,0.0
128038.0,1.0,0.0,0.0,28.0,3.0,-2.0,2.0,5.0,-2.0,-2.0,54174.0,37812.0,-200.0,-212.0,-232.0,129848.0,122604.0,0.0,10309.0,253142.0,109265.0,219349.0,0.0
114885.0,1.0,0.0,0.0,23.0,4.0,-2.0,2.0,3.0,-2.0,-2.0,97835.0,51154.0,-200.0,4355.0,-232.0,81828.0,244278.0,0.0,0.0,128417.0,78542.0,5035.0,0.0
10000.0,1.0,1.0,1.0,29.0,-1.0,-2.0,2.0,2.0,-2.0,-2.0,-81.0,105932.0,-200.0,146901.0,-232.0,84961.0,0.0,0.0,0.0,308405.0,0.0,248439.0,0.0
10000.0,1.0,1.0,2.0,26.0,-1.0,-2.0,4.0,3.0,-2.0,-2.0,-81.0,172974.0,14823.0,193150.0,-232.0,93781.0,0.0,0.0,0.0,557886.0,0.0,185279.0,0.0
89959.0,1.0,1.0,1.0,36.0,0.0,-2.0,-0.0,-0.0,-2.0,-2.0,-81.0,116526.0,-200.0,4759.0,51085.0,13027.0,0.0,0.0,0.0,142984.0,86279.0,245925.0,0.0
157109.0,1.0,0.0,0.0,21.0,3.0,-2.0,2.0,1.0,-2.0,-2.0,104377.0,119883.0,-200.0,87494.0,13863.0,35602.0,0.0,0.0,0.0,228739.0,0.0,0.0,0.0
90680.0,1.0,0.0,0.0,21.0,4.0,-2.0,3.0,1.0,-2.0,-2.0,83396.0,75672.0,-200.0,38898.0,11720.0,-331.0,0.0,96488.0,0.0,0.0,16199.0,183070.0,0.0
17116.0,1.0,0.0,0.0,26.0,4.0,-2.0,2.0,-1.0,-2.0,-2.0,-81.0,158635.0,-200.0,10516.0,77091.0,124696.0,280587.0,0.0,0.0,398464.0,108443.0,0.0,0.0
238093.0,1.0,0.0,0.0,29.0,3.0,-0.0,-1.0,6.0,-1.0,-2.0,15338.0,106627.0,-200.0,-212.0,-232.0,-331.0,0.0,0.0,0.0,61258.0,20402.0,0.0,0.0
10000.0,1.0,0.0,1.0,28.0,6.0,-0.0,3.0,4.0,-2.0,-2.0,-81.0,200318.0,-200.0,40246.0,-232.0,23187.0,0.0,0.0,0.0,427953.0,0.0,0.0,0.0
195253.0,1.0,0.0,0.0,29.0,0.0,-0.0,0.0,1.0,-2.0,-1.0,40581.0,82239.0,-200.0,7421.0,38591.0,24330.0,0.0,0.0,0.0,67717.0,0.0,118075.0,0.0
10000.0,1.0,0.0,1.0,24.0,5.0,-2.0,4.0,-2.0,-2.0,-1.0,-81.0,183188.0,-200.0,69949.0,101567.0,80754.0,164053.0,0.0,0.0,406609.0,165312.0,207859.0,1.0
